emotion,sentence
sad,دلم همیشه خواستار آغوشی بوده است که بتوانم در آن احساس تنهایی را بنشانم.
sad,خستگی از زندگیم می‌گیرد
sad,حسرت عمیق و تلخی لحظه‌های گذشته، احساس دلتنگی
sad,درد و رنج غم‌انگیز و شدید
sad,خشم و غم به تنهایی جان‌سیر
sad,پریشانی سرد و دلتنگی بی‌انتها
sad,تلخی آسیب دیده و غمگین، رنج و رنجوری هر روز
sad,خستگی بی‌حد
sad,رنج و خستگی بی‌حد و مرز
sad,غم و سکوت
sad,خستگی و سرخوردگی
sad,حس درماندگی میکنم
sad,آسیب دیدگی ناقابل جان و جگر
sad,اشک‌های بی‌حاصل در زخمی دل
sad,تنهایی بیدار و خسته کننده، دردی که همیشه همراه است
sad,تنهایی سخت و طولانی
sad,دلم خواهان آغاز مجدد زندگی است، بدون این همه غم.
sad,تاریکی درونی و تنهایی بی‌حاصل، خستگی ناپایدار و بی‌رحم
sad,در هر نفسی که می‌کشم، درد و اندوهم بیشتر می‌شود.
sad,خستگی بی‌انتها
sad,هیچ کس نمی‌تواند درک کند که چه حسی است که به خاطر آن تمام آرزوهایتان به خاک سپرده شده‌اند.
sad,آشفتگی روزافزون و بی‌امیدی سنگین، دردهای ناراحت کننده
sad,دلتنگیم بیشتر می‌شود
sad,عذاب نفس کننده و غمگین، حسرت بی‌تاب و تاریکی
sad,دلم هوا خواهان شکسته شدن است
sad,هیچ کس نمی‌تواند درونم را پاک کند از دردها و غم‌ها.
sad,در تنهایی به خودم
sad,احساس می‌کنم مثل یک قایق رها شده در اقیانوس تنهایی هستم.
sad,احساس بی‌مصرفی و رنج تلخ
sad,به دنیا احساس بی‌رنگی و بی‌طعمی می‌کنم.
sad,درد تلخ و غم فراوان، حسرت عمیق و بی‌تابی
sad,دردهای ناشناخته
sad,احساس میکنم درمانده شدم
sad,سکوت درونی و ناتوانی در بیان رنج و درد
sad,تنهایی بی‌کران و پایان ناپذیر
sad,چشمانم پر از اشک است و لبخندی بر روی لبانم نیست.
sad,ناامیدی عمیق و بی‌پایان، اشک‌های ناگزیر و سرگردان
sad,حسرت بی‌تاب و رنج فراوان، آسیب‌های پنهان درونی
sad,هیچ چیزی نمی‌تواند غم و اندوه دلم را فراموش کند.
sad,درد و بی‌امانی
sad,اشک‌های بی‌حاصل
sad,غصه و اضطراب
sad,دلم همیشه با اشک و ناله پر است.
sad,حزن و ترس
sad,بی‌امیدیم بیشتر می‌شود
sad,هیچ شادی‌ای نمی‌تواند غم و رنج دلم را فراموش کند.
sad,ناامیدی سیاه و خاموش در جان
sad,حسرت تلخ و ناگزیر در دل
sad,غمگینی و بی‌رنگی
sad,تنهایی سرخورده
sad,درد تلخ و غم فراوان، احساس بی‌تابی و رنج آور
sad,دلم تنگ شده و هیچ کس نمی‌فهمد.
sad,در قلب هر لحظه‌ی زندگیم، غم و اندوه گویی می‌کند.
sad,احساسات محکوم و مطلق درد
sad,خستگی از زندگی بی‌انتها می‌شود
sad,هر شب در پیکرتان، اشک‌هایم جاری می‌شوند.
sad,در دل هر نفسم، غمی نهفته است که هیچ کس نمی‌تواند آن را ببیند.
sad,دلم خواهان آرامش و آرامش است، بدون این همه درد و رنج.
sad,سکوت دلتنگیم را پر می‌کند
sad,خستگی ناقابل و ناامیدی شدید
sad,دردهای بی‌پایان
sad,غمگینی و خاموشی
sad,احساس بی‌قراری و رنج فراوان، غمگینی بی‌منتها و دلخور
sad,اشک‌های بی‌حاصل و ناگزیر، تنهایی سرخورده و دردناک
sad,تلخی و بی‌رحمی
sad,آسیب دیده و شکسته، احساس بی‌تابی و ناراحتی
sad,هر روز احساس افتادگی
sad,تنهایی مانند یک باران سنگین است که هر روز بر دلم می‌بارد و دستم به خشک کردن آن نمی‌رسد.
sad,عذابناک بی‌قید
sad,اشک‌های ناگزیر و پریشانی عمیق
sad,دلم برای لحظات خوشی که گذشته است، تنگ شده است.
sad,ناامیدی بی‌انتها
sad,در چشمانم نشانه‌های اندوه و غم دیده می‌شود.
sad,ناامیدی ناپایدار
sad,آسیب دیده و شکسته، تنهایی بی‌حد و مرز درونی
sad,رنج وحشتناک
sad,خستگی وابسته و سخت
sad,حزن و افسردگی
sad,تلخی بی‌محابا
sad,دلشکستگی بی‌درمان و بی‌نهایت
sad,هیچ کس نمی‌تواند درک کند که چه حسی است که تمام آرزوهایتان در آغوش غم و اندوه جمع شده‌اند.
sad,احساس ناامیدی همیشه در
sad,درد دلم به تمام وجودم می‌چسبد
sad,حس میکنم افسرده شدم
sad,درد بی‌رحم
sad,تمام آرزوهایم رویاهایی از گذشته‌ی نابود شده‌اند.
sad,در دلم همیشه حس عمیقی از رنج و اندوه است.
sad,غم فراوان و بی‌محابا
sad,غمگینی بی‌پایان
sad,دلم گم شده در دام غم و افسردگی است.
sad,حسرت عمیق
sad,بی‌امیدی سنگین
sad,احساس غصه دارم
sad,خستگی بی‌انتها و رنج فراوان
sad,اشک‌های بی‌خبر
sad,دلم در انزوا فرو می‌رود
sad,غم فراوان و بی‌محابا، تلخی دلتنگی در هر لحظه
sad,آسیب‌های ناگفته درونم پنهان می‌شوند
sad,خسته و تنها
sad,احساس می‌کنم که به تنهایی در دریایی از اشک‌ها غرق شده‌ام.
sad,غصه های بی‌محابا در دل
sad,تنهایی بی‌قرار
sad,غمگینی عمیق
sad,آسیب‌های ناپیدا درونم هستند
sad,دلشکستگی بی‌درمان و بی‌حد
sad,همیشه دلتنگی در قلبم
sad,عذاب نفس کننده
sad,احساس بی‌تابیم به هرج و مرج کشیده است
sad,تلخی و ناامیدی
sad,احساس ناپایدار
sad,نا امیدم
sad,خستگی ناقابل و غم فراوان، احساس بی‌انتها دلتنگی
sad,ناامیدی سنگین و بی‌حاشیه
sad,هیچ کس نمی‌تواند درونم را درک کند و درد و غم دلم را به خوبی فهمد.
sad,دلم سنگین است از بار غم و درد که هر روز درونم را فشار می‌دهد.
sad,احساس تلخی درونم را
sad,حسرت عمیق و تلخی دلتنگی، تنهایی سرخورده و غمناک
sad,در دلم یک باغ ویران است که پر از خاک و خزه‌های خشک شده است.
sad,سکوت ناگفته‌هایم را به هم می‌زند
sad,تلخی تنهایی
sad,احساس دلتنگی سنگین و تلخ
sad,احساس تنهایی و غربت
sad,حسرت و رنج
sad,ناامیدی تاریک
sad,بی‌امیدی عمیق و زخمی، آشفتگی ناگز
sad,تمام امیدهایم در برابر درد و اندوه شکسته شده‌اند و دلم هنوز به آنها پشت نکرده است.
sad,احساس تنهایی و درد در دلم جاری است.
sad,هر شب در تنهایی خانه‌ام، به آغوشتان می‌خوابم و برای آرامشی که در دستانتان است از خواب می‌آیم.
sad,با وجود زیبایی‌های اطرافم، هنوز حس تنهایی درونم غالب است.
sad,احساس می‌کنم که دلم داغ می‌سوزد.
sad,دلشکستگی زخمی و بی‌درمان
sad,ناامیدی بی‌حد و مرز
sad,هر روز با هر نفس، احساس می‌کنم که به تنهایی نزدیک‌تر می‌شوم.
sad,خستگی ناپایدار و بی‌انتها، اشک‌های ناگزیر در چشمان
sad,دلم تنگ و دلگیر است.
sad,احساس می‌کنم در دستانی بزرگ، غرق غم و اندوه شده‌ام.
sad,غمگینی بی‌پایان و ناپایدار، احساس بی‌قراری و رنج
